Team,xMLBAMID,Season,Age,SeasonMin,SeasonMax,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,TTO%,wOBA,wRAA,wRC,Batting,Fielding,Replacement,Positional,wLeague,Defense,Offense,RAR,WAR,WAROld,BaseRunning,wRC+,wBsR,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,rFTeamV,rBTeamV,rTV,Events,Q,TG,TPA,playerid,teamid,playerTeamId,Pos
IND,119116.49340922709,1884.0,23.454819277108435,1884.0,1884.0,836.0,3219.0,3338.0,749.0,565.0,111.0,53.0,20.0,388.0,13.0,103.0,0.0,16.0,0.23262200628280405,0.03085680002097064,,,0.26003594923217493,0.3186494083966447,0.5786853576288198,0.08602740211384063,,,0.2649054921373341,-1.7077569958889498,36.995435476220734,-2.669146770737295,0.7756141402037148,9.464464836132837,-0.09337613793659716,-0.10303192656255163,0.6822380022671176,-2.669146770737295,7.374524141100107,4.613867244284009,0.6588600488194062,0.0,90.25509437750974,0.0,95.13658041180744,75.6718183766009,,91.90746742571355,95.71556794766457,97.31705126853814,,0.0,0.0,0.0,0.0,2.4110844812192935,110.0,265.2192929898143,1008921.3256440982,1036.0,,0.0
KCC,118078.16740088105,1884.0,23.777235772357724,1884.0,1884.0,316.0,1193.0,1245.0,258.0,199.0,49.0,8.0,2.0,143.0,0.0,52.0,0.0,0.0,0.21625397067068272,0.04176706777429719,,,0.24899598338072293,0.2762969955012048,0.5252929788819277,0.06004302483052208,,,0.24366508195677913,-2.0964804044421324,13.756568892021694,-0.7405796112516702,-1.8401606425702812,3.8766990015096217,-0.3242820364613849,1.78085027588868,-2.164442679031666,-0.7405796112516702,2.752526987114966,1.651857216220258,0.22055424338950672,0.0,89.45748997800786,0.0,87.45478994030701,115.09537796603888,,90.67890772500199,86.13875787360382,81.71022427417488,,0.0,0.0,0.0,0.0,1.3248212348273092,82.0,108.63534136546184,1008490.962248996,1041.0,,0.0
LOU,117645.32134942133,1884.0,26.075656201749872,1884.0,1884.0,980.0,3884.0,4061.0,994.0,760.0,151.0,67.0,16.0,565.0,395.0,143.0,0.0,34.0,0.2556165298579167,0.035213001307559715,,,0.28835262198793404,0.3412132956451613,0.6295659176330954,0.08559676578724451,,,0.2892166047928751,5.040565559396161,59.55862106533117,4.964403858161215,6.792169416399902,13.331825782642836,-0.6925894719473072,-0.14513273795872023,6.099579944452595,4.964403858161215,24.250676847297925,22.150055938711205,2.21713858837123,0.0,105.17543684164855,0.0,104.54076523547099,86.35476905025001,,101.91575161330042,102.49328422828131,96.82990116934079,,0.0,0.0,0.0,0.0,3.396299612770254,110.0,373.59295739965523,1007483.4673725683,1044.0,,0.0
MIL,116399.70080862533,1884.0,22.370833333333334,1884.0,1884.0,109.0,395.0,415.0,88.0,63.0,25.0,0.0,0.0,53.0,0.0,20.0,0.0,0.0,0.2199845478192771,0.048192770932530125,,,0.2602409634192771,0.28166322846506026,0.5419041918843374,0.06167868064578313,,,0.25427147609641754,-0.6178460223626691,5.197161841881343,-19.64171249594983,0.8891566265060241,1.42199994206249,0.011512570594807705,0.653228168642844,0.9006691971008318,-19.64171249594983,-16.665815188143664,-15.441536834612863,-1.4575035411883952,0.0,-100.0,0.0,88.96346439319494,132.80236035922252,,94.77408425532545,87.81174255853819,83.93612484926383,,0.0,0.0,0.0,0.0,3.3206827311325298,12.0,39.848192771084335,1006228.221686747,1049.0,,0.0
NYG,116792.0859619552,1884.0,26.904056351712413,1884.0,1884.0,1031.0,4043.0,4282.0,1047.0,808.0,149.0,67.0,23.0,687.0,495.0,239.0,466.0,0.0,0.2587775066616067,0.05581503902638955,0.10882765001611397,0.6362137569481551,0.3003269496436245,0.345809999921065,0.6461369495646894,0.08703249325945818,0.287121588683559,0.17001401240541802,0.29768658427644257,7.66486492180401,66.6157601123283,4.1767498516276955,0.17024754787482485,14.415830812699282,-0.34403235970229423,0.46931899497151724,-0.1737848118274694,4.1767498516276955,18.888114847471023,15.640277854931954,1.6658835369388896,0.0,103.75196332398819,0.0,103.28221736878112,103.71096651015033,90.82247502619438,103.24509226041843,99.74543377081632,90.52798201747456,103.18202703148029,0.0,0.0,0.0,0.0,3.482496900350304,116.0,403.96964035497433,1006471.1751517982,30.0,,0.0
NYM,118013.74664469037,1884.0,27.82890365448505,1884.0,1884.0,1010.0,4009.0,4247.0,1052.0,811.0,155.0,64.0,22.0,734.0,112.0,203.0,0.0,35.0,0.26207330684789265,0.047798445645867674,,,0.30374381858912175,0.3485345532952672,0.652278371884389,0.0864612464473746,,,0.30107775863153896,10.341049604327004,71.27255031553884,9.967694385942027,7.031787143866259,14.900167377914313,0.019845612869035054,-0.16220599660215676,7.051632756735294,9.967694385942027,31.757288523989484,26.373062235079036,2.881250577017707,0.0,110.87600271598666,0.0,107.18142547705258,117.21874255074333,,107.35563753847075,104.69243575847585,97.80783037161069,,0.0,0.0,0.0,0.0,3.6950622088556617,113.0,417.54202966800096,1007844.2801977866,1055.0,,0.0
PHA,117892.92121380847,1884.0,26.423092955398083,1884.0,1884.0,838.0,3435.0,3592.0,941.0,675.0,149.0,93.0,24.0,631.0,124.0,123.0,0.0,34.0,0.27413206051057903,0.0342427612502784,,,0.30567928665979954,0.3930058206327951,0.6986851072925946,0.11887376012221604,,,0.31697770695975735,13.365265587094108,70.52824796164828,9.884458347875327,3.257795100222717,13.978615252535484,0.1805935844754124,-0.15217380856516352,3.4383886846981295,9.884458347875327,27.149288476543767,20.12675848762255,2.4303835250912846,0.0,113.78871673354533,0.0,112.11315401739382,83.97539629136386,,108.03971206426064,118.05066740240672,134.47394114016143,,0.0,0.0,0.0,0.0,3.627015796912583,108.0,391.71770601336306,1007729.7616926504,1060.0,,0.0
PHI,116443.06251706251,1884.0,25.40950040950041,1884.0,1884.0,889.0,3492.0,3671.0,830.0,649.0,133.0,35.0,13.0,499.0,301.0,179.0,424.0,0.0,0.23803782543176247,0.04876055517515663,0.11549986313565787,0.46372053935222,0.27485698681067827,0.3076560751441025,0.5825130619547807,0.06961824971233996,0.26883063227703624,0.16780168942250068,0.2694931575012155,-1.369041205380197,55.91285091232836,-4.274100326837996,-1.7877962408063197,14.007693398571353,-0.42021723531107424,0.45603175239094706,-2.208013476117394,-4.274100326837996,7.981611348006909,3.8202006958050587,0.6818084568904734,0.0,90.56969601346471,0.0,95.00468083721128,90.60289830481062,96.39079253860498,94.4891392376299,88.74031599572042,72.41432966028302,96.60886070489839,0.0,0.0,0.0,0.0,3.473739403761917,113.0,392.5325524380278,1006312.4908744211,26.0,,0.0
PHK,117509.56769825918,1884.0,22.46961325966851,1884.0,1884.0,239.0,993.0,1034.0,219.0,173.0,37.0,9.0,0.0,148.0,0.0,41.0,0.0,0.0,0.22123411591779496,0.03965183721083172,,,0.25145067678723404,0.2772665108529981,0.5287171876402321,0.05603239493520309,,,0.24478893117471176,-1.433323892075246,25.724152082602135,0.013903684755154803,-4.534816247582205,6.641079455801435,-0.6576220407628056,3.0507316086333196,-5.192438288345011,0.013903684755154803,4.513276460844899,-0.37625007367570373,0.3435657570410931,0.0,86.75448604516988,0.0,89.4687994639595,109.26654500838526,,91.5728535384244,86.4410154062685,76.25231356510882,,0.0,0.0,0.0,0.0,2.7776206017504834,67.0,186.10058027079305,1007353.2350096712,1061.0,,0.0
PIT,118827.18114973263,1884.0,25.133208255159474,1884.0,1884.0,767.0,2836.0,2992.0,618.0,496.0,85.0,36.0,1.0,326.0,0.0,121.0,0.0,35.0,0.2189062897169117,0.04044117596323529,,,0.2586898389461898,0.2758667317914438,0.5345565707376336,0.05696044207453208,,,0.2493466140035002,-3.037927776501185,33.14047190704785,-3.7136675533423253,-1.1022727272727273,8.847052911184429,-0.40775595087916616,-0.09631066538069698,-1.5100286781518935,-3.7136675533423253,3.5270460143095135,0.482446005225591,0.29756987319012806,0.0,82.77316264384952,0.0,89.52719550094818,99.17610770871615,,91.43169633473208,82.86455337904256,64.43554176273338,,0.0,0.0,0.0,0.0,2.2537980059659093,110.0,247.9177807486631,1008643.1146390374,27.0,,0.0
PRO,116515.89417104634,1884.0,27.658297465327596,1884.0,1884.0,987.0,3898.0,4186.0,936.0,729.0,144.0,43.0,20.0,638.0,385.0,288.0,440.0,0.0,0.24030446329837554,0.06880076393860488,0.10511227850358337,0.7962211571705685,0.29240324827926417,0.31455171342403243,0.6069549617032968,0.07424725012565696,0.26515910472121357,0.17869087374581938,0.2829817457029367,4.152911658363034,65.59349283867851,2.011535597192922,9.334925943621595,15.02465773364053,-0.5468219405461087,0.489139846253709,8.788104003075487,2.011535597192922,26.31343718016265,21.549808885173476,2.429131328847204,0.0,98.73054360888645,0.0,95.90933204842327,127.83998451270045,87.72179945008958,100.52111667521662,90.72929384921014,77.22924476246646,95.28943482247462,0.0,0.0,0.0,0.0,3.6932506853798373,114.0,421.0305781175346,1006380.386526517,1064.0,,0.0
RIC,118377.69009584664,1884.0,21.659658344283837,1884.0,1884.0,328.0,1191.0,1252.0,260.0,192.0,34.0,27.0,7.0,157.0,2.0,43.0,0.0,18.0,0.21771247650159747,0.03434504741853035,,,0.2563897760623003,0.30966535098242814,0.5660551270447285,0.09195287448083067,,,0.26058933710137877,-1.0504524434488138,20.19037946473492,-1.7619880199298406,0.6413738019169329,5.194225433214118,0.011118753238941154,-0.056545305270839265,0.652492555155874,-1.7619880199298406,4.028184663169313,2.2257342655888084,0.3624818840114327,0.0,87.16706040161492,0.0,89.03895576486165,84.22623825621893,,90.61875891126292,93.01694640556593,104.02014219026087,,0.0,0.0,0.0,0.0,3.234575789976039,45.0,145.55591054313098,1008196.6988817891,1067.0,,0.0
SPS,114646.74705882353,1884.0,22.984732824427482,1884.0,1884.0,50.0,167.0,170.0,28.0,24.0,4.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,0.16628013191764704,0.017647058588235294,,,0.18235294096470586,0.19018905035882352,0.3725419913235294,0.023908918441176468,,,0.17416986297158635,-2.182700071286136,1.793436619442669,-0.87658546744413,-0.06470588235294118,0.9723230433814666,-0.006760148725965444,0.44665880930774354,-0.07146603107890662,-0.87658546744413,0.47093035416617346,0.3085309831972443,0.04071366082934818,0.0,76.40864165636545,0.0,67.24498034882004,48.629099106920734,,66.40896484598261,59.2936181928113,32.53672001861566,,0.0,0.0,0.0,0.0,3.0274509819999995,9.0,27.24705882352941,1004549.3411764706,1075.0,,0.0
STL,116605.99764595104,1884.0,25.042056074766354,1884.0,1884.0,1486.0,6087.0,6372.0,1675.0,1264.0,292.0,83.0,36.0,1192.0,143.0,253.0,0.0,32.0,0.2756424963096359,0.03970495883631513,,,0.30759573080932207,0.36883848808176395,0.6764342188910861,0.09319599177212808,,,0.30944208683865815,12.96959657259618,70.31278657207139,13.560888542477922,6.8915568110483365,14.022683160641446,0.03725851797256139,3.363130679843068,6.928815329020898,13.560888542477922,37.875517711983335,48.06414562574234,3.418535862064051,0.0,117.6781236887657,0.0,112.02032359214276,104.08195652115828,,110.55034008887002,113.20099565204151,118.31329712273866,,0.0,0.0,0.0,0.0,3.5217320828484,111.57768361581921,392.9526051475204,1006468.4041117389,577.0338983050848,,0.0
TOL,118499.42223409942,1884.0,24.098234349919743,1884.0,1884.0,942.0,3570.0,3742.0,827.0,622.0,151.0,47.0,7.0,442.0,3.0,148.0,0.0,24.0,0.23213612008070547,0.03955104168973811,,,0.2669695345911277,0.30686615086691604,0.5738356854580439,0.07473003078621057,,,0.2648459337791104,0.3027676032984359,46.34559741976949,-1.6933337411408864,3.410475681453768,11.259297125632832,-0.18854178172072772,-0.12257080507767536,3.2219338997330405,-1.6933337411408864,12.665326479147312,7.266011350012738,1.1563082904824327,0.0,88.4162245780511,0.0,94.93786511192847,96.99318274471827,,94.35808347477526,92.17612567345304,84.53709002740004,,0.0,0.0,0.0,0.0,2.8946351610021375,109.0,315.5152324959914,1008318.2814003207,1079.0,,0.0
WIL,118959.41089108911,1884.0,27.52027027027027,1884.0,1884.0,59.0,197.0,202.0,36.0,33.0,2.0,1.0,0.0,15.0,0.0,5.0,0.0,0.0,0.18377122156435644,0.024752475034653464,,,0.20297029671782177,0.20477332173762378,0.4077436184554455,0.02100210017326733,,,0.1901822039986601,-2.2732622196979495,2.822694872578945,-2.2944081033136037,-0.3118811881188119,1.2461635236176525,-0.1070707889993002,0.5724536916517681,-0.41895197711811205,-2.2944081033136037,-0.8947428651622953,-0.6538038330098206,-0.08253246160425569,0.0,50.938163877256535,0.0,74.3185132237816,68.20913273355397,,73.91735624445636,63.84043209783594,28.580943752087762,,0.0,0.0,0.0,0.0,2.0541642407425744,17.0,34.92079207920792,1008776.4801980198,1085.0,,0.0
WSN,144799.93893893893,1884.0,26.490909090909092,1884.0,1884.0,254.0,962.0,999.0,168.0,133.0,23.0,11.0,1.0,78.0,2.0,30.0,0.0,7.0,0.17462197973673674,0.030030029523523523,,,0.20520520471371373,0.22451639517317315,0.4297215998868869,0.04989441543643643,,,0.20070047427464774,-7.888752415806473,11.578822065998335,-7.543833276471726,-3.024024024024024,4.760593696776125,-0.019546571410483903,-0.0518247094423987,-3.043570595434508,-7.543833276471726,-5.878634884572507,-4.915269266977742,-0.5538653555104037,0.0,61.05307198702832,0.0,71.41602070397555,73.64428386623587,,72.52801285168974,67.4399942736214,56.44221801114031,,0.0,0.0,0.0,0.0,2.1175302279579578,63.0,133.4044044044044,1006924.4954954955,1090.0,,0.0
WST,117421.51233989379,1884.0,25.045340050377835,1884.0,1884.0,801.0,3117.0,3213.0,759.0,640.0,97.0,18.0,4.0,463.0,0.0,96.0,0.0,0.0,0.24370919003454716,0.029878617732337378,,,0.2661064422066604,0.2902580190099595,0.55636446121662,0.04654882897541238,,,0.25729315576989664,0.235919532655856,40.9177792883027,2.081870055749824,-2.7712418300653594,9.948327425528761,-0.6065158511918076,4.56999154009245,-3.377757681257167,2.081870055749824,13.22243134011387,6.684047192354743,1.1317600687841725,0.0,92.78738684777073,0.0,98.5578944742268,82.33498266120567,,96.91016373139809,90.49126710558735,63.34649638350146,,0.0,0.0,0.0,0.0,2.489092860357921,112.0,278.7784002489885,1006706.8406473701,1086.0,,0.0
