,teamIDfg,Season,Team,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM,OAA,Range
17,15,2021,Diamondbacks,2315,1458,12756.0,4252,1374,100,51,46,277,116,84,115,3,73,29,15,43,0.983,,-3,-4,-2,-2,-38,-37,2000,1594,0.797,663,,,-0.5,-3.1,0.6,-1.4,-4.4,-1.0,,,-12.0,,,,,,,,,,,,,-7,3,17,-2.6,-12,-9
18,3,2021,Red Sox,2215,1458,12771.0,4257,1421,108,58,49,342,144,113,143,3,92,22,13,63,0.981,,-3,3,18,4,-45,4,1762,1359,0.771,626,,,13.7,1.1,-10.8,-9.1,-5.1,1.4,,,-13.4,,,,,,,,,,,,,4,1,24,0.4,-38,-29
19,23,2021,Brewers,2260,1458,12924.0,4308,1331,94,42,51,261,102,80,102,5,91,30,10,60,0.984,,2,-4,3,2,23,61,1791,1473,0.822,518,,,3.3,-4.7,30.9,1.5,31.1,4.5,,,-14.3,,,,,,,,,,,,,5,0,31,12.5,-20,-13
20,24,2021,Nationals,2158,1458,12549.0,4183,1361,96,61,35,263,116,76,116,9,90,32,5,43,0.983,,3,-1,3,11,-23,12,1834,1445,0.788,636,,,-3.4,-0.6,-5.4,-13.3,-22.7,-3.8,,,-14.3,,,,,,,,,,,,,-10,1,24,-6.8,-24,-20
21,27,2021,Pirates,2212,1458,12567.0,4189,1378,70,38,32,342,141,109,142,3,66,19,2,55,0.988,,0,4,-11,4,-8,-9,1910,1542,0.807,588,,,-14.4,0.4,-8.0,12.8,-9.3,-3.5,,,-15.5,,,,,,,,,,,,,5,2,-9,7.2,-11,-10
22,6,2021,Tigers,2191,1458,12777.0,4259,1492,83,49,34,339,137,109,136,4,67,32,18,80,0.986,,4,-7,-6,-10,-57,-35,1997,1589,0.796,683,,,-11.4,-6.7,-13.9,-3.8,-35.8,-7.3,,,-16.2,,,,,,,,,,,,,-13,0,47,-13.0,-17,-14
23,26,2021,Phillies,2247,1458,12768.0,4256,1439,94,52,41,353,143,110,143,1,51,15,11,49,0.984,,-2,1,5,-2,-50,-54,1867,1484,0.795,494,,,2.1,4.8,-17.8,3.8,-7.2,-0.2,,,-18.3,,,,,,,,,,,,,-2,-1,-4,6.2,-22,-18
24,4,2021,White Sox,2158,1458,12630.0,4210,1211,97,50,47,284,112,87,112,7,119,24,18,84,0.982,,-4,4,3,-15,-16,-40,1738,1415,0.814,507,,,-0.3,4.0,-5.7,11.3,9.3,1.5,,,-19.0,,,,,,,,,,,,,-7,-2,12,-13.4,-9,-8
25,11,2021,Mariners,2181,1458,12963.0,4321,1383,79,43,33,344,136,113,136,0,91,17,12,58,0.986,,0,6,-6,-5,6,-1,1928,1547,0.802,696,,,-7.7,6.9,-14.3,1.6,-13.5,-2.5,,,-20.9,,,,,,,,,,,,,-1,0,1,-4.8,-6,-6
26,1,2021,Angels,2221,1458,12795.0,4265,1419,88,42,45,337,131,102,131,2,85,18,18,56,0.985,,-4,-3,-15,-1,-39,-29,1909,1514,0.793,619,,,-10.3,-2.5,-10.3,-3.1,-26.2,-5.3,,,-29.1,,,,,,,,,,,,,3,-1,35,3.9,-25,-21
27,9,2021,Yankees,2230,1458,12918.0,4306,1318,98,50,45,282,115,92,115,4,86,17,14,85,0.983,,-2,2,4,-6,-46,-41,1807,1487,0.823,539,,,-4.5,-0.3,-0.8,1.7,-3.8,-1.4,,,-29.4,,,,,,,,,,,,,2,-3,17,3.0,-22,-18
28,2,2021,Orioles,2236,1458,12618.0,4206,1359,74,36,37,248,101,74,101,2,53,27,13,88,0.987,,1,-11,-1,-9,-25,-30,1968,1604,0.815,603,,,0.1,-4.4,-11.0,11.5,-3.9,-0.7,,,-31.9,,,,,,,,,,,,,-19,6,17,-21.3,-30,-23
29,18,2021,Reds,2314,1458,12909.0,4303,1422,91,51,39,301,125,96,125,7,77,25,10,62,0.984,,-1,0,-6,1,-27,-32,1844,1479,0.802,552,,,-3.5,-3.8,-11.0,1.4,-16.9,-3.5,,,-34.8,,,,,,,,,,,,,5,-3,7,1.4,-38,-32
