,IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA
15,1006223,1928,Don Hurst,PHI,22,107,396,475,113,67,23,4,19,73,64,68,,40,1,,10,,3,,0.285,,,,,,,,,,,0.14300000000000002,0.084,1.7,0.391,0.508,0.899,0.222,0.279,,,,,,,,,0.409,24.7,83,15.7,-5.0,14.5,-4.5,21.5,2.1,,4.2,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,0.3,,22 - 22,16.1,0.4,,,,,,,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,171,137,110,123,182,93,,,,,,,,,,,,,,,,,,0,,,,,
43,1008637,1928,Marty McManus,DET,28,139,500,565,144,94,37,5,8,78,73,51,,32,1,,13,,11,13.0,0.288,,,,,,,,,,,0.09,0.057,1.59,0.355,0.43,0.785,0.142,0.296,,,,,,,,,0.362,8.0,77,2.0,2.0,17.3,1.0,21.7,2.1,,4.9,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-3.6,,28 - 28,-1.6,3.0,,,,,,,,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,108,86,100,105,117,98,,,,,,,,,,,,,,,,,,0,,,,,
55,1013510,1928,Curt Walker,CIN,31,123,427,502,119,86,15,12,6,64,73,49,,14,1,,25,,19,,0.279,,,,,,,,,,,0.098,0.027999999999999997,3.5,0.354,0.412,0.766,0.133,0.278,,,,,,,,,0.355,4.4,66,2.7,4.0,15.4,-5.3,20.7,2.1,,6.7,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,3.5,,31 - 31,6.2,0.4,,,,,,,,0.13699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,117,45,100,100,109,93,,,,,,,,,,,,,,,,,,0,,,,,
40,1012021,1928,George Sisler,- - -,35,138,540,588,179,144,27,4,4,72,70,31,,17,2,,15,,11,1.0,0.331,,,,,,,,,,,0.053,0.028999999999999998,1.82,0.37,0.419,0.789,0.087,0.337,,,,,,,,,0.365,10.0,82,7.9,-2.0,18.0,-5.5,20.6,2.0,,4.3,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,1.4,,35 - 35,9.3,0.7,,,,,,,,0.08800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,63,47,104,102,71,112,,,,,,,,,,,,,,,,,,0,,,,,
48,1012811,1928,Doug Taitt,BOS,25,143,482,537,144,99,28,14,3,51,61,36,,32,2,,17,,13,6.0,0.299,,,,,,,,,,,0.067,0.06,1.13,0.35,0.434,0.784,0.135,0.315,,,,,,,,,0.359,6.4,72,2.9,4.0,16.4,-6.0,20.0,2.0,,6.0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-0.2,,25 - 25,2.7,2.9,,,,,,,,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,80,91,99,106,111,104,,,,,,,,,,,,,,,,,,0,,,,,
53,1004126,1928,Ira Flagstead,BOS,34,140,510,587,148,102,41,4,1,84,39,60,,23,1,,16,,12,9.0,0.29,,,,,,,,,,,0.102,0.039,2.61,0.366,0.392,0.758,0.102,0.302,,,,,,,,,0.355,5.2,77,1.4,3.0,18.0,-3.3,20.4,2.0,,5.1,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-1.7,,34 - 34,-0.3,3.1,,,,,,,,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,122,60,103,96,84,100,,,,,,,,,,,,,,,,,,0,,,,,
84,1004221,1928,Hod Ford,CIN,30,149,506,571,122,101,17,4,0,49,54,47,,31,2,,16,,1,,0.241,,,,,,,,,,,0.08199999999999999,0.054000000000000006,1.52,0.308,0.291,0.599,0.049,0.257,,,,,,,,,0.287,-25.8,44,-27.8,21.0,17.5,9.2,20.3,2.0,,3.1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,-0.1,,30 - 30,-27.9,0.5,,,,,,,,0.13699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,98,89,87,71,40,86,,,,,,,,,,,,,,,,,,0,,,,,
52,1011632,1928,Fred Schulte,SLB,27,146,556,629,159,102,44,6,7,90,85,51,,60,1,,21,,6,5.0,0.286,,,,,,,,,,,0.081,0.095,0.85,0.347,0.424,0.771,0.138,0.311,,,,,,,,,0.355,5.6,82,-2.6,4.0,19.2,-3.5,19.3,1.9,,4.9,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-1.2,,27 - 27,-3.8,3.4,,,,,,,,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,97,145,98,104,114,103,,,,,,,,,,,,,,,,,,0,,,,,
42,1010895,1928,Harry Rice,DET,26,131,510,573,154,115,21,12,6,87,81,44,,27,2,,17,,20,13.0,0.302,,,,,,,,,,,0.077,0.047,1.63,0.36,0.425,0.785,0.124,0.31,,,,,,,,,0.362,8.3,78,2.2,-1.0,17.5,-3.1,16.8,1.7,,7.0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1,-1.9,,26 - 26,0.3,3.1,,,,,,,,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,92,72,102,104,102,102,,,,,,,,,,,,,,,,,,0,,,,,
49,1007077,1928,Mark Koenig,NYY,23,132,533,578,170,137,19,10,4,89,63,32,,19,2,,11,,3,5.0,0.319,,,,,,,,,,,0.055,0.033,1.68,0.36,0.415,0.774,0.096,0.325,,,,,,,,,0.358,6.4,77,5.1,-14.0,17.7,7.7,17.7,1.7,,5.1,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3,-1.9,,23 - 23,3.2,3.1,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,66,50,102,101,79,108,,,,,,,,,,,,,,,,,,0,,,,,
59,1003492,1928,Chuck Dressen,CIN,29,135,498,571,145,115,26,3,1,72,59,43,,22,6,,24,,10,,0.291,,,,,,,,,,,0.075,0.039,1.95,0.355,0.361,0.716,0.07,0.303,,,,,,,,,0.338,-2.7,67,-4.7,-2.0,17.5,4.2,17.1,1.7,,4.7,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,1.7,,29 - 29,-3.0,0.5,,,,,,,,0.11599999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,63,100,88,58,101,,,,,,,,,,,,,,,,,,0,,,,,
39,1007424,1928,Freddy Leach,PHI,30,145,588,637,179,119,36,11,13,83,96,30,,30,4,,15,,4,,0.304,,,,,,,,,,,0.047,0.047,1.0,0.342,0.469,0.812,0.165,0.305,,,,,,,,,0.368,12.2,90,0.3,1.0,19.5,-5.9,16.0,1.6,,5.2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9,0.5,,30 - 30,0.8,0.6,,,,,,,,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,56,77,97,114,135,102,,,,,,,,,,,,,,,,,,0,,,,,
44,1006355,1928,Charlie Jamieson,CLE,35,112,433,501,133,110,18,4,1,63,37,56,,20,1,,11,,3,12.0,0.307,,,,,,,,,,,0.11199999999999999,0.04,2.8,0.388,0.374,0.762,0.067,0.32,,,,,,,,,0.362,7.0,68,2.2,6.0,15.3,-4.8,16.6,1.6,,3.8,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,-4.8,,35 - 35,-2.6,2.7,,,,,,,,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,133,61,110,91,55,106,,,,,,,,,,,,,,,,,,0,,,,,
60,1000815,1928,Les Bell,BSN,26,153,591,656,164,111,36,7,10,58,91,40,,45,0,,25,,1,,0.277,,,,,,,,,,,0.061,0.069,0.89,0.323,0.413,0.736,0.135,0.287,,,,,,,,,0.337,-3.5,76,-5.6,-4.0,20.1,4.7,15.6,1.5,,3.3,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,-0.1,,26 - 26,-5.7,0.6,,,,,,,,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,73,112,91,100,111,96,,,,,,,,,,,,,,,,,,0,,,,,
62,1009255,1928,Johnny Mostil,CHW,32,133,503,589,136,109,19,8,0,69,51,66,,54,4,,16,,23,21.0,0.27,,,,,,,,,,,0.11199999999999999,0.092,1.22,0.36,0.34,0.699,0.07,0.303,,,,,,,,,0.335,-4.4,67,-7.6,10.0,18.0,-3.4,15.4,1.5,,5.9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,-4.7,,32 - 32,-12.3,3.2,,,,,,,,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,134,140,102,83,57,100,,,,,,,,,,,,,,,,,,0,,,,,
74,1000739,1928,Clyde Beck,CHC,28,131,483,552,124,99,18,4,3,72,52,58,,58,4,,7,,3,,0.257,,,,,,,,,,,0.105,0.105,1.0,0.341,0.329,0.67,0.072,0.287,,,,,,,,,0.321,-10.2,57,-15.1,7.0,16.9,5.5,15.0,1.5,,4.2,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.3,,28 - 28,-14.8,0.5,,,,,,,,0.21600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,126,171,96,80,59,96,,,,,,,,,,,,,,,,,,0,,,,,
67,1000063,1928,Sparky Adams,PIT,33,135,539,628,149,129,14,6,0,91,38,64,,18,4,,21,,8,,0.276,,,,,,,,,,,0.102,0.028999999999999998,3.56,0.357,0.325,0.682,0.048,0.286,,,,,,,,,0.328,-8.0,69,-15.9,3.0,19.2,4.9,13.0,1.3,,5.2,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,1.2,,33 - 33,-14.7,0.6,,,,,,,,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,122,47,101,79,39,95,,,,,,,,,,,,,,,,,,0,,,,,
70,1014088,1928,Jimmie Wilson,- - -,27,141,481,552,127,92,30,3,2,56,63,54,,32,1,,16,,12,,0.264,,,,,,,,,,,0.098,0.057999999999999996,1.69,0.34,0.351,0.691,0.087,0.28,,,,,,,,,0.327,-7.7,60,-14.0,2.0,16.9,4.3,11.8,1.2,,4.4,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,2.1,,27 - 27,-11.9,0.5,,,,,,,,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,117,95,96,85,71,93,,,,,,,,,,,,,,,,,,0,,,,,
50,1014012,1928,Ken Williams,BOS,38,133,462,515,140,106,25,1,8,59,67,37,,15,1,,15,,4,9.0,0.303,,,,,,,,,,,0.07200000000000001,0.028999999999999998,2.47,0.356,0.413,0.769,0.11,0.301,,,,,,,,,0.357,5.2,68,1.8,-1.0,15.7,-5.5,10.5,1.0,,2.6,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5,-3.3,,38 - 38,-1.5,2.8,,,,,,,,0.11699999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,86,44,101,101,91,99,,,,,,,,,,,,,,,,,,0,,,,,
56,1013909,1928,Pinky Whitney,PHI,23,151,585,636,176,127,35,4,10,73,103,36,,30,1,,14,,3,,0.301,,,,,,,,,,,0.057,0.047,1.2,0.342,0.426,0.768,0.125,0.305,,,,,,,,,0.353,4.4,82,-7.5,-7.0,19.4,4.6,10.4,1.0,,3.4,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,0.3,,23 - 23,-7.2,0.6,,,,,,,,0.11900000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,68,77,97,103,102,102,,,,,,,,,,,,,,,,,,0,,,,,
57,1000139,1928,Ethan Allen,CIN,24,129,485,527,148,110,30,7,1,55,62,27,,29,1,,14,,6,,0.305,,,,,,,,,,,0.051,0.055,0.93,0.343,0.402,0.745,0.097,0.323,,,,,,,,,0.344,-0.1,64,-1.9,-2.0,16.1,-3.2,10.4,1.0,,4.7,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2,0.9,,24 - 24,-1.0,0.5,,,,,,,,0.10800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,61,90,97,98,79,108,,,,,,,,,,,,,,,,,,0,,,,,
72,1001353,1928,Otis Brannan,SLB,29,135,483,569,118,87,18,3,10,68,66,60,,19,4,,22,,3,9.0,0.244,,,,,,,,,,,0.105,0.033,3.16,0.333,0.356,0.689,0.112,0.238,,,,,,,,,0.326,-8.3,61,-15.7,5.0,17.4,4.2,10.4,1.0,,3.6,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,-3.5,,29 - 29,-19.2,3.0,,,,,,,,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,126,51,94,87,92,79,,,,,,,,,,,,,,,,,,0,,,,,
79,1000503,1928,Dave Bancroft,BRO,37,149,515,591,127,103,19,5,0,47,51,59,,20,2,,15,,7,,0.247,,,,,,,,,,,0.1,0.034,2.95,0.326,0.303,0.629,0.056,0.257,,,,,,,,,0.303,-19.4,53,-23.5,5.0,18.1,9.2,10.4,1.0,,3.9,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,1.1,,37 - 37,-22.4,0.5,,,,,,,,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,119,55,92,74,46,86,,,,,,,,,,,,,,,,,,0,,,,,
66,1012850,1928,Jackie Tavener,DET,30,132,473,529,123,79,24,15,5,59,52,33,,51,4,,19,,13,8.0,0.26,,,,,,,,,,,0.062,0.096,0.65,0.314,0.406,0.72,0.146,0.283,,,,,,,,,0.329,-6.3,58,-11.9,-5.0,16.2,8.1,9.2,0.9,,6.5,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,-1.0,,30 - 30,-12.9,2.8,,,,,,,,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,74,147,89,99,120,93,,,,,,,,,,,,,,,,,,0,,,,,
58,1005068,1928,Charlie Grimm,CHC,29,147,547,615,161,126,25,5,5,67,62,39,,20,1,,28,,7,,0.294,,,,,,,,,,,0.063,0.033,1.95,0.342,0.386,0.728,0.091,0.299,,,,,,,,,0.339,-2.7,72,-8.1,1.0,18.8,-6.4,6.9,0.7,,4.2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.4,1.1,,29 - 29,-7.1,0.5,,,,,,,,0.10400000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,76,53,97,94,75,100,,,,,,,,,,,,,,,,,,0,,,,,
68,1007615,1928,Carl Lind,CLE,24,154,650,713,191,144,42,4,1,102,54,36,,48,0,,27,,8,5.0,0.294,,,,,,,,,,,0.05,0.067,0.75,0.331,0.375,0.706,0.082,0.316,,,,,,,,,0.328,-9.3,78,-16.1,-8.0,21.8,4.8,5.4,0.5,,4.8,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,-0.9,,24 - 24,-17.0,3.8,,,,,,,,0.11900000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,60,102,94,92,67,104,,,,,,,,,,,,,,,,,,0,,,,,
